"GeneID"	"GeneSymbol"	"TaxID"	"OrigTaxID"	"OrigGeneID"	"OrigGeneSymbol"	"OrigGeneName"
"5396"	"5396"	"PRRX1"	9606	9606	"5396"	"PRRX1"	"paired related homeobox 1"
"389799"	"389799"	"CFAP77"	9606	9606	"389799"	"CFAP77"	"cilia and flagella associated protein 77"
"164714"	"164714"	"TTLL8"	9606	9606	"164714"	"TTLL8"	"tubulin tyrosine ligase like 8"
"26102"	"26102"	"DKFZP434A062"	9606	9606	"26102"	"DKFZP434A062"	"uncharacterized LOC26102"
"219347"	"219347"	"TMEM254-AS1"	9606	9606	"219347"	"TMEM254-AS1"	"TMEM254 antisense RNA 1"
"102723591"	"102723591"	"LOC102723591"	9606	9606	"102723591"	"LOC102723591"	"uncharacterized LOC102723591"
"102723597"	"102723597"	"-"	9606	9606	"102723597"	"-"	"-"
"27328"	"27328"	"PCDH11X"	9606	9606	"27328"	"PCDH11X"	"protocadherin 11 X-linked"
"26150"	"26150"	"RIBC2"	9606	9606	"26150"	"RIBC2"	"RIB43A domain with coiled-coils 2"
"27334"	"27334"	"P2RY10"	9606	9606	"27334"	"P2RY10"	"P2Y receptor family member 10"
"644192"	"644192"	"NR2F2-AS1"	9606	9606	"644192"	"NR2F2-AS1"	"NR2F2 antisense RNA 1"
"100128239"	"100128239"	"LOC100128239"	9606	9606	"100128239"	"LOC100128239"	"uncharacterized LOC100128239"
"647215"	"647215"	"MROH3P"	9606	9606	"647215"	"MROH3P"	"maestro heat like repeat family member 3, pseudogene"
"359787"	"359787"	"DPPA3"	9606	9606	"359787"	"DPPA3"	"developmental pluripotency associated 3"
"102724683"	"102724683"	"-"	9606	9606	"102724683"	"-"	"-"
"102724691"	"102724691"	"LOC102724691"	9606	9606	"102724691"	"LOC102724691"	"uncharacterized LOC102724691"
"6037"	"6037"	"RNASE3"	9606	9606	"6037"	"RNASE3"	"ribonuclease A family member 3"
"100113403"	"100113403"	"LIN28B-AS1"	9606	9606	"100113403"	"LIN28B-AS1"	"LIN28B antisense RNA 1"
"644139"	"644139"	"PIRT"	9606	9606	"644139"	"PIRT"	"phosphoinositide interacting regulator of transient receptor potential channels"
"374897"	"374897"	"SBSN"	9606	9606	"374897"	"SBSN"	"suprabasin"
"163589"	"163589"	"TDRD5"	9606	9606	"163589"	"TDRD5"	"tudor domain containing 5"
"102724634"	"102724634"	"-"	9606	9606	"102724634"	"-"	"-"
"644168"	"644168"	"DRGX"	9606	9606	"644168"	"DRGX"	"dorsal root ganglia homeobox"
"63876"	"63876"	"PKNOX2"	9606	9606	"63876"	"PKNOX2"	"PBX/knotted 1 homeobox 2"
"100873750"	"100873750"	"RNU6-35P"	9606	9606	"100873750"	"RNU6-35P"	"RNA, U6 small nuclear 35, pseudogene"
"102724629"	NA	NA	NA	NA	"102724629"	NA	NA
"102724626"	NA	NA	NA	NA	"102724626"	NA	NA
"6013"	"6013"	"RLN1"	9606	9606	"6013"	"RLN1"	"relaxin 1"
"389705"	"389705"	"LOC389705"	9606	9606	"389705"	"LOC389705"	"histone PARylation factor 1 pseudogene"
"100862704"	"100862704"	"RB1-DT"	9606	9606	"100862704"	"RB1-DT"	"RB1 divergent transcript"
"102723543"	"102723543"	"LOC102723543"	9606	9606	"102723543"	"LOC102723543"	"uncharacterized LOC102723543"
"389715"	"389715"	"FAM205BP"	9606	9606	"389715"	"FAM205BP"	"transmembrane protein C9orf144B pseudogene"
"100129354"	"100129354"	"NRADDP"	9606	9606	"100129354"	"NRADDP"	"neurotrophin receptor associated death domain, pseudogene"
"102723510"	"102723510"	"LCMT1-AS1"	9606	9606	"102723510"	"LCMT1-AS1"	"LCMT1 antisense RNA 1"
"102723581"	NA	NA	NA	NA	"102723581"	NA	NA
"6079"	"6079"	"-"	9606	9606	"6079"	"-"	"small nucleolar RNA, C/D box 15A"
"6084"	"6084"	"RNY1"	9606	9606	"6084"	"RNY1"	"RNA, Ro-associated Y1"
"5367"	"5367"	"PMCH"	9606	9606	"5367"	"PMCH"	"pro-melanin concentrating hormone"
"196051"	"196051"	"PLPP4"	9606	9606	"196051"	"PLPP4"	"phospholipid phosphatase 4"
"5475"	"5475"	"PPEF1"	9606	9606	"5475"	"PPEF1"	"protein phosphatase with EF-hand domain 1"
"26095"	"26095"	"PTPN20"	9606	9606	"26095"	"PTPN20"	"protein tyrosine phosphatase, non-receptor type 20"
"1016"	"1016"	"CDH18"	9606	9606	"1016"	"CDH18"	"cadherin 18"
"100130522"	"100130522"	"PARD6G-AS1"	9606	9606	"100130522"	"PARD6G-AS1"	"PARD6G antisense RNA 1"
"102723894"	NA	NA	NA	NA	"102723894"	NA	NA
"26050"	"26050"	"SLITRK5"	9606	9606	"26050"	"SLITRK5"	"SLIT and NTRK like family member 5"
"102723899"	"102723899"	"LOC102723899"	9606	9606	"102723899"	"LOC102723899"	"uncharacterized LOC102723899"
"26070"	"26070"	"DKFZP434K028"	9606	9606	"26070"	"DKFZP434K028"	"uncharacterized LOC26070"
"5446"	"5446"	"PON3"	9606	9606	"5446"	"PON3"	"paraoxonase 3"
"102723877"	NA	NA	NA	NA	"102723877"	NA	NA
"64211"	"64211"	"LHX5"	9606	9606	"64211"	"LHX5"	"LIM homeobox 5"
"26083"	"26083"	"TBC1D29"	9606	9606	"26083"	"TBC1D29"	"TBC1 domain family member 29"
"102723885"	"102723885"	"LOC102723885"	9606	9606	"102723885"	"LOC102723885"	"uncharacterized LOC102723885"
"159963"	"159963"	"SLC5A12"	9606	9606	"159963"	"SLC5A12"	"solute carrier family 5 member 12"
"102723851"	"102723851"	"LOC102723851"	9606	9606	"102723851"	"LOC102723851"	"uncharacterized LOC102723851"
"102723867"	NA	NA	NA	NA	"102723867"	NA	NA
"56123"	"56123"	"PCDHB13"	9606	9606	"56123"	"PCDHB13"	"protocadherin beta 13"
"56129"	"56129"	"PCDHB7"	9606	9606	"56129"	"PCDHB7"	"protocadherin beta 7"
"56120"	"56120"	"PCDHGB8P"	9606	9606	"56120"	"PCDHGB8P"	"protocadherin gamma subfamily B, 8 pseudogene"
"2561"	"2561"	"GABRB2"	9606	9606	"2561"	"GABRB2"	"gamma-aminobutyric acid type A receptor beta2 subunit"
"51554"	"51554"	"ACKR4"	9606	9606	"51554"	"ACKR4"	"atypical chemokine receptor 4"
"5408"	"5408"	"PNLIPRP2"	9606	9606	"5408"	"PNLIPRP2"	"pancreatic lipase related protein 2 (gene/pseudogene)"
"100653049"	"100653049"	"LOC100653049"	9606	9606	"100653049"	"LOC100653049"	"keratin, type I cuticular Ha4"
"1071"	"1071"	"CETP"	9606	9606	"1071"	"CETP"	"cholesteryl ester transfer protein"
"1087"	"1087"	"CEACAM7"	9606	9606	"1087"	"CEACAM7"	"carcinoembryonic antigen related cell adhesion molecule 7"
"1084"	"1084"	"CEACAM3"	9606	9606	"1084"	"CEACAM3"	"carcinoembryonic antigen related cell adhesion molecule 3"
"102723809"	"102723809"	"LOC102723809"	9606	9606	"102723809"	"LOC102723809"	"uncharacterized LOC102723809"
"147409"	"147409"	"DSG4"	9606	9606	"147409"	"DSG4"	"desmoglein 4"
"643376"	"643376"	"BTBD18"	9606	9606	"643376"	"BTBD18"	"BTB domain containing 18"
"93190"	"93190"	"C1orf158"	9606	9606	"93190"	"C1orf158"	"chromosome 1 open reading frame 158"
"79132"	"79132"	"DHX58"	9606	9606	"79132"	"DHX58"	"DExH-box helicase 58"
"100191040"	"100191040"	"C2CD4D"	9606	9606	"100191040"	"C2CD4D"	"C2 calcium dependent domain containing 4D"
"671"	"671"	"BPI"	9606	9606	"671"	"BPI"	"bactericidal permeability increasing protein"
"2641"	"2641"	"GCG"	9606	9606	"2641"	"GCG"	"glucagon"
"8808"	"8808"	"IL1RL2"	9606	9606	"8808"	"IL1RL2"	"interleukin 1 receptor like 2"
"54905"	"54905"	"CYP2W1"	9606	9606	"54905"	"CYP2W1"	"cytochrome P450 family 2 subfamily W member 1"
"26045"	"26045"	"LRRTM2"	9606	9606	"26045"	"LRRTM2"	"leucine rich repeat transmembrane neuronal 2"
"347365"	"347365"	"ITIH6"	9606	9606	"347365"	"ITIH6"	"inter-alpha-trypsin inhibitor heavy chain family member 6"
"282763"	"282763"	"OR51B5"	9606	9606	"282763"	"OR51B5"	"olfactory receptor family 51 subfamily B member 5"
"102723790"	NA	NA	NA	NA	"102723790"	NA	NA
"100422872"	"100422872"	"MIR1244-3"	9606	9606	"100422872"	"MIR1244-3"	"microRNA 1244-3"
"8789"	"8789"	"FBP2"	9606	9606	"8789"	"FBP2"	"fructose-bisphosphatase 2"
"201516"	"201516"	"ZSCAN4"	9606	9606	"201516"	"ZSCAN4"	"zinc finger and SCAN domain containing 4"
"8785"	"8785"	"MATN4"	9606	9606	"8785"	"MATN4"	"matrilin 4"
"8784"	"8784"	"TNFRSF18"	9606	9606	"8784"	"TNFRSF18"	"TNF receptor superfamily member 18"
"92196"	"92196"	"DAPL1"	9606	9606	"92196"	"DAPL1"	"death associated protein like 1"
"1133"	"1133"	"CHRM5"	9606	9606	"1133"	"CHRM5"	"cholinergic receptor muscarinic 5"
"5579"	"5579"	"PRKCB"	9606	9606	"5579"	"PRKCB"	"protein kinase C beta"
"375387"	"375387"	"NRROS"	9606	9606	"375387"	"NRROS"	"negative regulator of reactive oxygen species"
"102723761"	"102723761"	"LOC102723761"	9606	9606	"102723761"	"LOC102723761"	"uncharacterized LOC102723761"
"1132"	"1132"	"CHRM4"	9606	9606	"1132"	"CHRM4"	"cholinergic receptor muscarinic 4"
"1129"	"1129"	"CHRM2"	9606	9606	"1129"	"CHRM2"	"cholinergic receptor muscarinic 2"
"102723766"	"102723766"	"LINC02362"	9606	9606	"102723766"	"LINC02362"	"long intergenic non-protein coding RNA 2362"
"57554"	"57554"	"LRRC7"	9606	9606	"57554"	"LRRC7"	"leucine rich repeat containing 7"
"64321"	"64321"	"SOX17"	9606	9606	"64321"	"SOX17"	"SRY-box 17"
"100130673"	"100130673"	"LOC100130673"	9606	9606	"100130673"	"LOC100130673"	"phosphoribosyl pyrophosphate synthetase 2 pseudogene"
"5540"	"5540"	"NPY4R"	9606	9606	"5540"	"NPY4R"	"neuropeptide Y receptor Y4"
"1101"	"1101"	"CHAD"	9606	9606	"1101"	"CHAD"	"chondroadherin"
"2694"	"2694"	"GIF"	9606	9606	"2694"	"GIF"	"gastric intrinsic factor"
"4481"	"4481"	"MSR1"	9606	9606	"4481"	"MSR1"	"macrophage scavenger receptor 1"
"50514"	"50514"	"DEC1"	9606	9606	"50514"	"DEC1"	"deleted in esophageal cancer 1"
"2695"	"2695"	"GIP"	9606	9606	"2695"	"GIP"	"gastric inhibitory polypeptide"
"102723733"	"102723733"	"LOC102723733"	9606	9606	"102723733"	"LOC102723733"	"uncharacterized LOC102723733"
"102723735"	NA	NA	NA	NA	"102723735"	NA	NA
"1188"	"1188"	"CLCNKB"	9606	9606	"1188"	"CLCNKB"	"chloride voltage-gated channel Kb"
"103191607"	"103191607"	"LINC02333"	9606	9606	"103191607"	"LINC02333"	"long intergenic non-protein coding RNA 2333"
"64399"	"64399"	"HHIP"	9606	9606	"64399"	"HHIP"	"hedgehog interacting protein"
"1193"	"1193"	"CLIC2"	9606	9606	"1193"	"CLIC2"	"chloride intracellular channel 2"
"786"	"786"	"CACNG1"	9606	9606	"786"	"CACNG1"	"calcium voltage-gated channel auxiliary subunit gamma 1"
"2769"	"2769"	"GNA15"	9606	9606	"2769"	"GNA15"	"G protein subunit alpha 15"
"282808"	"282808"	"RAB40AL"	9606	9606	"282808"	"RAB40AL"	"RAB40A like"
"343172"	"343172"	"OR2T8"	9606	9606	"343172"	"OR2T8"	"olfactory receptor family 2 subfamily T member 8"
"57495"	"57495"	"NWD2"	9606	9606	"57495"	"NWD2"	"NACHT and WD repeat domain containing 2"
"375316"	"375316"	"RBM44"	9606	9606	"375316"	"RBM44"	"RNA binding motif protein 44"
"5670"	"5670"	"PSG2"	9606	9606	"5670"	"PSG2"	"pregnancy specific beta-1-glycoprotein 2"
"5673"	"5673"	"PSG5"	9606	9606	"5673"	"PSG5"	"pregnancy specific beta-1-glycoprotein 5"
"677809"	"677809"	"-"	9606	9606	"677809"	"-"	"small nucleolar RNA, H/ACA box 24"
"57408"	"57408"	"LRTM1"	9606	9606	"57408"	"LRTM1"	"leucine rich repeats and transmembrane domains 1"
"100192426"	"100192426"	"LOC100192426"	9606	9606	"100192426"	"LOC100192426"	"uncharacterized LOC100192426"
"1262"	"1262"	"CNGA4"	9606	9606	"1262"	"CNGA4"	"cyclic nucleotide gated channel alpha 4"
"644669"	"644669"	"LOC644669"	9606	9606	"644669"	"LOC644669"	"ankyrin repeat domain 30B pseudogene"
"8653"	"8653"	"DDX3Y"	9606	9606	"8653"	"DDX3Y"	"DEAD-box helicase 3 Y-linked"
"1271"	"1271"	"CNTFR"	9606	9606	"1271"	"CNTFR"	"ciliary neurotrophic factor receptor"
"652995"	"652995"	"UCA1"	9606	9606	"652995"	"UCA1"	"urothelial cancer associated 1"
"1285"	"1285"	"COL4A3"	9606	9606	"1285"	"COL4A3"	"collagen type IV alpha 3 chain"
"1297"	"1297"	"COL9A1"	9606	9606	"1297"	"COL9A1"	"collagen type IX alpha 1 chain"
"100462953"	"100462953"	"MINOS1P1"	9606	9606	"100462953"	"MINOS1P1"	"mitochondrial inner membrane organizing system 1 pseudogene 1"
"677839"	"677839"	"-"	9606	9606	"677839"	"-"	"small nucleolar RNA, H/ACA box 71C"
"5630"	"5630"	"PRPH"	9606	9606	"5630"	"PRPH"	"peripherin"
"5623"	"5623"	"PSPN"	9606	9606	"5623"	"PSPN"	"persephin"
"677844"	"677844"	"-"	9606	9606	"677844"	"-"	"small nucleolar RNA, H/ACA box 78"
"5650"	"5650"	"KLK7"	9606	9606	"5650"	"KLK7"	"kallikrein related peptidase 7"
"4107"	"4107"	"MAGEA8"	9606	9606	"4107"	"MAGEA8"	"MAGE family member A8"
"4105"	"4105"	"MAGEA6"	9606	9606	"4105"	"MAGEA6"	"MAGE family member A6"
"79473"	"79473"	"OR52N1"	9606	9606	"79473"	"OR52N1"	"olfactory receptor family 52 subfamily N member 1"
"8633"	"8633"	"UNC5C"	9606	9606	"8633"	"UNC5C"	"unc-5 netrin receptor C"
"57379"	"57379"	"AICDA"	9606	9606	"57379"	"AICDA"	"activation induced cytidine deaminase"
"1325"	"1325"	"CORT"	9606	9606	"1325"	"CORT"	"cortistatin"
"100885795"	"100885795"	"LARS2-AS1"	9606	9606	"100885795"	"LARS2-AS1"	"LARS2 antisense RNA 1"
"51802"	"51802"	"ASIC5"	9606	9606	"51802"	"ASIC5"	"acid sensing ion channel subunit family member 5"
"494551"	"494551"	"WEE2"	9606	9606	"494551"	"WEE2"	"WEE1 homolog 2"
"414062"	"414062"	"CCL3L3"	9606	9606	"414062"	"CCL3L3"	"C-C motif chemokine ligand 3 like 3"
"414061"	"414061"	"DNAJB3"	9606	9606	"414061"	"DNAJB3"	"DnaJ heat shock protein family (Hsp40) member B3"
"643036"	"643036"	"SLED1"	9606	9606	"643036"	"SLED1"	"proteoglycan 3 pseudogene"
"147111"	"147111"	"NOTUM"	9606	9606	"147111"	"NOTUM"	"notum, palmitoleoyl-protein carboxylesterase"
"4284"	"4284"	"MIP"	9606	9606	"4284"	"MIP"	"major intrinsic protein of lens fiber"
"260341"	"260341"	"TFAMP1"	9606	9606	"260341"	"TFAMP1"	"transcription factor A, mitochondrial pseudogene 1"
"102723923"	NA	NA	NA	NA	"102723923"	NA	NA
"102723927"	"102723927"	"LINC01238"	9606	9606	"102723927"	"LINC01238"	"long intergenic non-protein coding RNA 1238"
"54660"	"54660"	"PCDHB18P"	9606	9606	"54660"	"PCDHB18P"	"protocadherin beta 18 pseudogene"
"54661"	"54661"	"PCDHB17P"	9606	9606	"54661"	"PCDHB17P"	"protocadherin beta 17 pseudogene"
"102723942"	NA	NA	NA	NA	"102723942"	NA	NA
"54674"	"54674"	"LRRN3"	9606	9606	"54674"	"LRRN3"	"leucine rich repeat neuronal 3"
"102723957"	NA	NA	NA	NA	"102723957"	NA	NA
"102723955"	"102723955"	"LOC102723955"	9606	9606	"102723955"	"LOC102723955"	"phosphodiesterase 4D interacting protein pseudogene"
"4237"	"4237"	"MFAP2"	9606	9606	"4237"	"MFAP2"	"microfibril associated protein 2"
"102723960"	NA	NA	NA	NA	"102723960"	NA	NA
"4223"	"4223"	"MEOX2"	9606	9606	"4223"	"MEOX2"	"mesenchyme homeobox 2"
"169166"	"169166"	"SNX31"	9606	9606	"169166"	"SNX31"	"sorting nexin 31"
"5745"	"5745"	"PTH1R"	9606	9606	"5745"	"PTH1R"	"parathyroid hormone 1 receptor"
"2520"	"2520"	"GAST"	9606	9606	"2520"	"GAST"	"gastrin"
"79290"	"79290"	"OR13A1"	9606	9606	"79290"	"OR13A1"	"olfactory receptor family 13 subfamily A member 1"
"1404"	"1404"	"HAPLN1"	9606	9606	"1404"	"HAPLN1"	"hyaluronan and proteoglycan link protein 1"
"963"	"963"	"CD53"	9606	9606	"963"	"CD53"	"CD53 molecule"
"8516"	"8516"	"ITGA8"	9606	9606	"8516"	"ITGA8"	"integrin subunit alpha 8"
"978"	"978"	"CDA"	9606	9606	"978"	"CDA"	"cytidine deaminase"
"405754"	"405754"	"ERVFRD-1"	9606	9606	"405754"	"ERVFRD-1"	"endogenous retrovirus group FRD member 1, envelope"
"57282"	"57282"	"SLC4A10"	9606	9606	"57282"	"SLC4A10"	"solute carrier family 4 member 10"
"917"	"917"	"CD3G"	9606	9606	"917"	"CD3G"	"CD3g molecule"
"919"	"919"	"CD247"	9606	9606	"919"	"CD247"	"CD247 molecule"
"1438"	"1438"	"CSF2RA"	9606	9606	"1438"	"CSF2RA"	"colony stimulating factor 2 receptor alpha subunit"
"1437"	"1437"	"CSF2"	9606	9606	"1437"	"CSF2"	"colony stimulating factor 2"
"939"	"939"	"CD27"	9606	9606	"939"	"CD27"	"CD27 molecule"
"269"	"269"	"AMHR2"	9606	9606	"269"	"AMHR2"	"anti-Mullerian hormone receptor type 2"
"242"	"242"	"ALOX12B"	9606	9606	"242"	"ALOX12B"	"arachidonate 12-lipoxygenase, 12R type"
"100130950"	"100130950"	"LOC100130950"	9606	9606	"100130950"	"LOC100130950"	"uncharacterized LOC100130950"
"100130967"	"100130967"	"C6orf99"	9606	9606	"100130967"	"C6orf99"	"chromosome 6 open reading frame 99"
"284"	"284"	"ANGPT1"	9606	9606	"284"	"ANGPT1"	"angiopoietin 1"
"93649"	"93649"	"MYOCD"	9606	9606	"93649"	"MYOCD"	"myocardin"
"93650"	"93650"	"ACP4"	9606	9606	"93650"	"ACP4"	"acid phosphatase 4"
"4745"	"4745"	"NELL1"	9606	9606	"4745"	"NELL1"	"neural EGFL like 1"
"161198"	"161198"	"CLEC14A"	9606	9606	"161198"	"CLEC14A"	"C-type lectin domain containing 14A"
"55655"	"55655"	"NLRP2"	9606	9606	"55655"	"NLRP2"	"NLR family pyrin domain containing 2"
"161159"	"161159"	"ACTN1-AS1"	9606	9606	"161159"	"ACTN1-AS1"	"ACTN1 antisense RNA 1"
"100422556"	"100422556"	"LOC100422556"	9606	9606	"100422556"	"LOC100422556"	"LEO1 homolog, Paf1/RNA polymerase II complex component pseudogene"
"1555"	"1555"	"CYP2B6"	9606	9606	"1555"	"CYP2B6"	"cytochrome P450 family 2 subfamily B member 6"
"1558"	"1558"	"CYP2C8"	9606	9606	"1558"	"CYP2C8"	"cytochrome P450 family 2 subfamily C member 8"
"60675"	"60675"	"PROK2"	9606	9606	"60675"	"PROK2"	"prokineticin 2"
"6954"	"6954"	"TCP11"	9606	9606	"6954"	"TCP11"	"t-complex 11"
"4825"	"4825"	"NKX6-1"	9606	9606	"4825"	"NKX6-1"	"NK6 homeobox 1"
"51145"	"51145"	"LOC51145"	9606	9606	"51145"	"LOC51145"	"uncharacterized LOC51145"
"51146"	"51146"	"A4GNT"	9606	9606	"51146"	"A4GNT"	"alpha-1,4-N-acetylglucosaminyltransferase"
"6991"	"6991"	"TCTE3"	9606	9606	"6991"	"TCTE3"	"t-complex-associated-testis-expressed 3"
"212"	"212"	"ALAS2"	9606	9606	"212"	"ALAS2"	"5'-aminolevulinate synthase 2"
"56479"	"56479"	"KCNQ5"	9606	9606	"56479"	"KCNQ5"	"potassium voltage-gated channel subfamily Q member 5"
"643664"	"643664"	"SLC35G6"	9606	9606	"643664"	"SLC35G6"	"solute carrier family 35 member G6"
"55584"	"55584"	"CHRNA9"	9606	9606	"55584"	"CHRNA9"	"cholinergic receptor nicotinic alpha 9 subunit"
"54456"	"54456"	"MOV10L1"	9606	9606	"54456"	"MOV10L1"	"Mov10 like RISC complex RNA helicase 1"
"100874218"	"100874218"	"ATP13A5-AS1"	9606	9606	"100874218"	"ATP13A5-AS1"	"ATP13A5 antisense RNA 1"
"85280"	"85280"	"KRTAP9-4"	9606	9606	"85280"	"KRTAP9-4"	"keratin associated protein 9-4"
"147741"	"147741"	"ZNF560"	9606	9606	"147741"	"ZNF560"	"zinc finger protein 560"
"5949"	"5949"	"RBP3"	9606	9606	"5949"	"RBP3"	"retinol binding protein 3"
"200420"	"200420"	"ALMS1P1"	9606	9606	"200420"	"ALMS1P1"	"ALMS1, centrosome and basal body associated protein pseudogene 1"
"85294"	"85294"	"KRTAP2-4"	9606	9606	"85294"	"KRTAP2-4"	"keratin associated protein 2-4"
"100533111"	"100533111"	"ZNF670-ZNF695"	9606	9606	"100533111"	"ZNF670-ZNF695"	"ZNF670-ZNF695 readthrough (NMD candidate)"
"55515"	"55515"	"ASIC4"	9606	9606	"55515"	"ASIC4"	"acid sensing ion channel subunit family member 4"
"1587"	"1587"	"ADAM3A"	9606	9606	"1587"	"ADAM3A"	"ADAM metallopeptidase domain 3A (pseudogene)"
"4888"	"4888"	"NPY6R"	9606	9606	"4888"	"NPY6R"	"neuropeptide Y receptor Y6 (pseudogene)"
"403315"	"403315"	"FAM92A1P2"	9606	9606	"403315"	"FAM92A1P2"	"family with sequence similarity 92, member A3"
"349149"	"349149"	"GJC3"	9606	9606	"349149"	"GJC3"	"gap junction protein gamma 3"
"442245"	"442245"	"GSTM2P1"	9606	9606	"442245"	"GSTM2P1"	"glutathione S-transferase mu 2 pseudogene 1"
"100128890"	"100128890"	"FAM66B"	9606	9606	"100128890"	"FAM66B"	"family with sequence similarity 66 member B"
"1628"	"1628"	"DBP"	9606	9606	"1628"	"DBP"	"D-box binding PAR bZIP transcription factor"
"646938"	"646938"	"LOC646938"	9606	9606	"646938"	"LOC646938"	"TBC1 domain family member 2B pseudogene"
"149998"	"149998"	"LIPI"	9606	9606	"149998"	"LIPI"	"lipase I"
"100874255"	"100874255"	"RNASEH2B-AS1"	9606	9606	"100874255"	"RNASEH2B-AS1"	"RNASEH2B antisense RNA 1"
"645832"	"645832"	"SEBOX"	9606	9606	"645832"	"SEBOX"	"SEBOX homeobox"
"305"	"305"	"ANXA2P3"	9606	9606	"305"	"ANXA2P3"	"annexin A2 pseudogene 3"
"51286"	"51286"	"CEND1"	9606	9606	"51286"	"CEND1"	"cell cycle exit and neuronal differentiation 1"
"326"	"326"	"AIRE"	9606	9606	"326"	"AIRE"	"autoimmune regulator"
"313"	"313"	"AOAH"	9606	9606	"313"	"AOAH"	"acyloxyacyl hydrolase"
"319"	"319"	"APOF"	9606	9606	"319"	"APOF"	"apolipoprotein F"
"100874282"	"100874282"	"MLIP-IT1"	9606	9606	"100874282"	"MLIP-IT1"	"MLIP intronic transcript 1"
"645884"	"645884"	"RPS7P5"	9606	9606	"645884"	"RPS7P5"	"ribosomal protein S7 pseudogene 5"
"346"	"346"	"APOC4"	9606	9606	"346"	"APOC4"	"apolipoprotein C4"
"124221"	"124221"	"PRSS30P"	9606	9606	"124221"	"PRSS30P"	"serine protease 30, pseudogene"
"165904"	"165904"	"XIRP1"	9606	9606	"165904"	"XIRP1"	"xin actin binding repeat containing 1"
"100874100"	"100874100"	"STEAP2-AS1"	9606	9606	"100874100"	"STEAP2-AS1"	"STEAP2 antisense RNA 1"
"57822"	"57822"	"GRHL3"	9606	9606	"57822"	"GRHL3"	"grainyhead like transcription factor 3"
"2793"	"2793"	"GNGT2"	9606	9606	"2793"	"GNGT2"	"G protein subunit gamma transducin 2"
"2785"	"2785"	"GNG3"	9606	9606	"2785"	"GNG3"	"G protein subunit gamma 3"
"131890"	"131890"	"GRK7"	9606	9606	"131890"	"GRK7"	"G protein-coupled receptor kinase 7"
"100131827"	"100131827"	"ZNF717"	9606	9606	"100131827"	"ZNF717"	"zinc finger protein 717"
"100689074"	"100689074"	"POU6F2-AS2"	9606	9606	"100689074"	"POU6F2-AS2"	"POU6F2 antisense RNA 2"
"449491"	"449491"	"DEFA8P"	9606	9606	"449491"	"DEFA8P"	"defensin alpha 8, pseudogene"
"55879"	"55879"	"GABRQ"	9606	9606	"55879"	"GABRQ"	"gamma-aminobutyric acid type A receptor theta subunit"
"4504"	"4504"	"MT3"	9606	9606	"4504"	"MT3"	"metallothionein 3"
"57864"	"57864"	"SLC46A2"	9606	9606	"57864"	"SLC46A2"	"solute carrier family 46 member 2"
"100498859"	"100498859"	"LINC00881"	9606	9606	"100498859"	"LINC00881"	"long intergenic non-protein coding RNA 881"
"1749"	"1749"	"DLX5"	9606	9606	"1749"	"DLX5"	"distal-less homeobox 5"
"55806"	"55806"	"HR"	9606	9606	"55806"	"HR"	"HR, lysine demethylase and nuclear receptor corepressor"
"166994"	"166994"	"-"	9606	9606	"166994"	"-"	"-"
"100422842"	"100422842"	"MIR3074"	9606	9606	"100422842"	"MIR3074"	"microRNA 3074"
"60467"	"60467"	"BPESC1"	9606	9606	"60467"	"BPESC1"	"blepharophimosis, epicanthus inversus and ptosis, candidate 1"
"100302691"	"100302691"	"LINC00184"	9606	9606	"100302691"	"LINC00184"	"long intergenic non-protein coding RNA 184"
"100329135"	"100329135"	"TRPC5OS"	9606	9606	"100329135"	"TRPC5OS"	"TRPC5 opposite strand"
"443"	"443"	"ASPA"	9606	9606	"443"	"ASPA"	"aspartoacylase"
"60482"	"60482"	"SLC5A7"	9606	9606	"60482"	"SLC5A7"	"solute carrier family 5 member 7"
"434"	"434"	"ASIP"	9606	9606	"434"	"ASIP"	"agouti signaling protein"
"2899"	"2899"	"GRIK3"	9606	9606	"2899"	"GRIK3"	"glutamate ionotropic receptor kainate type subunit 3"
"2897"	"2897"	"GRIK1"	9606	9606	"2897"	"GRIK1"	"glutamate ionotropic receptor kainate type subunit 1"
"100874173"	"100874173"	"LINC00443"	9606	9606	"100874173"	"LINC00443"	"long intergenic non-protein coding RNA 443"
"6755"	"6755"	"SSTR5"	9606	9606	"6755"	"SSTR5"	"somatostatin receptor 5"
"417"	"417"	"ART1"	9606	9606	"417"	"ART1"	"ADP-ribosyltransferase 1"
"2840"	"2840"	"GPR17"	9606	9606	"2840"	"GPR17"	"G protein-coupled receptor 17"
"154386"	"154386"	"LINC01600"	9606	9606	"154386"	"LINC01600"	"long intergenic non-protein coding RNA 1600"
